Group_Name,avg_time_per_book,bookshelf_link,category,curr_reading_authors,curr_reading_titles,group_type,location,member_cnt,tags
DMV Reads,0.0,,"Friends & Common Interest, Friends",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,3,bookclub
Between the Pages Book Club,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,6,"bookclub, fiction"
West Brunswick Book swap,0.0,,"Just for Fun, Totally Pointless",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Australia,2,bookclub
Books with Rachel,0.0,,"Books & Literature, Literature & Fiction",,,This is a private group. Members must be invited or approved by the group's moderator.,The United Kingdom,3,"bookclub, comics, fantasy, feminism, graphic-novels, memoir, sci-fi"
Wine Over Books,0.0,,"Friends & Common Interest, Wine",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,2,"bookclub, friends, wine, wine-book-club"
Purple Shirt Thursday Book Club,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Sacramento, CA",6,bookclub
Spellmonger Series by Terry Mancour ,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,10,"bookclub, fansasy, fantasy-epic"
Not Your Mama's Book Club,0.0,https://www.goodreads.com/group/bookshelf/236399-not-your-mama-s-book-club,"Friends & Common Interest, Friends",,,This is a public group. Anyone can join and invite others to join.,NA,8,bookclub
Monthly Readers,0.0,https://www.goodreads.com/group/bookshelf/189575-monthly-readers,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",NA,2,"bookclub, classic, drama, fantasy, literature, modern, mystery, reading, socializing, writing"
Rogues Portal Book Club,0.0,https://www.goodreads.com/group/bookshelf/236260-rogues-portal-book-club,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,7,"bookclub, fantasy, rogues-portal, science-fiction"
El Book Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a private group. Members must be invited or approved by the group's moderator.,Puerto Rico,4,"bookclub, español, puerto-rico"
Planet Rugby,0.0,https://www.goodreads.com/group/bookshelf/234438-planet-rugby,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,7,"bookclub, fantasy, non-fiction, planet-rugby"
Whitby's Finest Book Club,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Canada,7,"book-club, book-club-any-type-of-book, book-club-young-adult-books, bookclub, bookclub-girlfriends"
TSU Book Group,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,4,"bookclub, tsu"
bookishly bookclub,0.0,https://www.goodreads.com/group/bookshelf/234298-bookishly-bookclub,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,5,"bookclub, fantasy, young-adult"
Booky Book Club,0.0,https://www.goodreads.com/group/bookshelf/235088-booky-book-club,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.
          This group meets in real life.","Lansing, MI",8,bookclub
Offically@Bookworm,0.0,,"Friends & Common Interest, Activities",,,This is a public group. Anyone can join and invite others to join.,NA,4,"bookclub, books, books-and-literature, comic-books, comics, common-interest, cook-books, cooking, discussion, discussions"
#Team Terri Blackstock,0.0,https://www.goodreads.com/group/bookshelf/234169-team-terri-blackstock,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,4,bookclub
Scribblin' Hinnies Poetry Book Club,31.0,https://www.goodreads.com/group/bookshelf/234382-scribblin-hinnies-poetry-book-club,"Books & Literature, Poetry",Kitty Coles,"""Seal Wife""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","ne8, The United Kingdom",6,"bookclub, poetry, poets, poets-society, women, womens-bookclub, writers, writers-group"
Literally Geeky,28.0,https://www.goodreads.com/group/bookshelf/109785-literally-geeky,"Books & Literature, General",Jeff VanderMeer,"""Borne""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,129,"bloggers, bookclub, comedy, fantasy, geeks, horror, science-fiction"
The Open Book,35.0,https://www.goodreads.com/group/bookshelf/236389-the-open-book,"Books & Literature, General","Mary Ann Shaffer, Annie Barrows","""The Guernsey Literary and Potato Peel Pie Society""","This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Casa Grande, AZ",13,bookclub
Young Adult Group ,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,Canada,5,"bookclub, fun, group-reads, young-adult"
The Deep Thinkers,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,3,"bookclub, classic-literature, classic-novels, classics, intresting, non-fiction, philosophy"
Methoders Read,0.0,https://www.goodreads.com/group/bookshelf/233762-methoders-read,"Just for Fun, Too Much Information",,,This is a public group. Anyone can join and invite others to join.,Canada,9,"bookclub, method"
YA Book Club,37.0,https://www.goodreads.com/group/bookshelf/231170-ya-book-club,"Books & Literature, Young Adult",Jenna Helland,"""The August Five""",This is a public group. Anyone can join and invite others to join.,NA,9,"book-discussions, book-reviews, bookclub, weekly-books, young-adult"
LATR Book Club,30.0,https://www.goodreads.com/group/bookshelf/229927-latr-book-club,"Books & Literature, Young Adult",Renee Ahdieh,"""Flame in the Mist (Flame in the Mist, #1)""",This is a public group. Anyone can join and invite others to join.,NA,6,"book-discussion-group, book-discussions, bookclub, bookclub-young-adult, bookclub-young-adult-books, bookclubs, botm, fitm, flame-in-the-mist"
Bookish book club ,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,2,bookclub
Hilversum English bookclub,0.0,https://www.goodreads.com/group/bookshelf/232459-hilversum-english-bookclub,"Books & Literature, General",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","1211, Netherlands",8,"bookclub, english-as-second-language, english-bookclub, hilversum, netherlands"
Trainers Do Manga,34.0,https://www.goodreads.com/group/bookshelf/231082-trainers-do-manga,"Books & Literature, Comics & Graphic Novels","Kore Yamazaki, Adrienne Beck</span></a> <span class=""authorName greyText smallText role"">(Translator)","""The Ancient Magus' Bride, Vol. 1""",This is a public group. Anyone can join and invite others to join.,NA,9,"adventure, bookclub, comics, fantasy, geek, japan, manga, mystery, nerd, novels"
Rae's Reads,28.0,https://www.goodreads.com/group/bookshelf/233026-rae-s-reads,"Friends & Common Interest, Friends",Shari Lapena,"""A Stranger in the House""",This is a public group. Anyone can join and invite others to join.,NA,6,"blogger, bookclub, discussion, rae-s-reads"
Medan Membaca,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,Indonesia,16,bookclub
Bookish Corner,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,26,"adventure, bookclub, childrens-literature, contemporary-fiction, crime-fiction, fantasy-books, fiction, fiction-bookclub, historical-fiction, horror-fiction"
Ladies Literati (Richmond),0.0,,"Books & Literature, General",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Richmond, VA",12,"bookclub, female-bookclub, richmond"
Writerly Reads,0.0,,"Books & Literature, Professional & Technical",,,This is a public group. Anyone can join and invite others to join.,NA,126,"aspiring-authors-book-club, author-book-club, authortube-book-club, bookclub, editing-book-club, storytelling-book-club, the-craft-of-writing-book-club, writer-book-club, writerly-reads, writing-book-club"
Wayward Writers Book Coven,23.0,https://www.goodreads.com/group/bookshelf/231993-wayward-writers-book-coven,"Books & Literature, General",Chelsey Clammer,"""Circadian""",This is a public group. Anyone can join and invite others to join.,NA,91,"bookclub, creative-nonfiction, experimental, experimental-fiction, feminism, feminist-book-club, literary-kitchen, memoir, parenting-and-families, queer"
Culperettes,30.0,https://www.goodreads.com/group/bookshelf/232835-culperettes,"Friends & Common Interest, History",Margot Lee Shetterly,"""Hidden Figures: The American Dream and the Untold Story of the Black Women Mathematicians Who Helped Win the Space Race""",This is a private group. Members must be invited or approved by the group's moderator.,NA,14,bookclub
Broken Bindings ,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, fantasy, fantasy-romance, romance, series-reads, ya"
The Margin,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,25,bookclub
RUHS Book Club for Book Nerds,0.0,,"Organizations, Clubs & Societies",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,2,bookclub
Itty Bitty Titty Committee,0.0,,"Just for Fun, Inside Jokes",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,3,"andshit, bitches, bookclub, books, cabbitches, fantasy, hashtags, tinytitties, titties"
TaleTied,0.0,https://www.goodreads.com/group/bookshelf/228827-taletied,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,7,"aletheia, book-haul, book-review, bookclub, books, bookstagramers, booktube, booktubers, cloud-kitten, cloud-kitten-publishing"
New to you bookshop,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,"Brigham City, UT",3,"bookclub, fantasy, horror, mystery, romance, thrillers"
The Book Club,0.0,https://www.goodreads.com/group/bookshelf/230004-the-book-club,"Books & Literature, Entertainment",,,This is a public group. Anyone can join and invite others to join.,Ireland,2,bookclub
Book 'Em,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,"Lake Forest, CA",2,"book-club, book-discussions, book-reviews, bookclub, bookclub-any-type-of-book, bookclubs, books, books-and-literature, fiction-and-nonfiction, reading"
The Potterheads ⚯͛,0.0,https://www.goodreads.com/group/bookshelf/194343-the-potterheads,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,205,"book, book-of-the-month, bookclub, books, bookworm, cursed-child, fandom, fangirl, fingerling, harry-potter"
Norman-Whiddon Book Club,0.0,https://www.goodreads.com/group/bookshelf/227499-norman-whiddon-book-club,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Kennesaw, GA",6,"19th-century-literature, 20th-century-literature, atlanta, best-books, bookclub, classics, fiction, georgia, great-books, literature"
Between the Covers,23.0,https://www.goodreads.com/group/bookshelf/229948-between-the-covers,"Books & Literature, Young Adult","V.E. Schwab</span></a> <span class=""authorName greyText smallText role"">(Pseudonym), Victoria Schwab</span></a> <span class=""greyText"">(Goodreads Author), Shaun David Hutchinson","""A Darker Shade of Magic (Shades of Magic, #1)"", ""We Are the Ants""",This is a public group. Anyone can join and invite others to join.,NA,22,"all-genres, bookclub, young-adult"
A Novel Idea,27.5,https://www.goodreads.com/group/bookshelf/229947-a-novel-idea,"Just for Fun, Totally Pointless","Dawn Kurtagich, Jeff VanderMeer","""And the Trees Crept In"", ""Annihilation (Southern Reach, #1)""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,3,bookclub
Pathways Academy Readers,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,55,"bookclub, patd, patdshelfie, pathways"
Spines and Vines ,29.0,https://www.goodreads.com/group/bookshelf/164422-spines-and-vines,"Books & Literature, Literature & Fiction",Jesmyn Ward,"""Sing, Unburied, Sing""",This is a public group. Anyone can join and invite others to join.,NA,60,"bookclub, bookclub-any-type-of-book, books, easy-going, just-for-fun, wine"
Literary Llamas,61.0,https://www.goodreads.com/group/bookshelf/229252-literary-llamas,"Just for Fun, Fan Clubs",Holly Black,"""The Cruel Prince (The Folk of the Air, #1)""",This is a private group. Members must be invited or approved by the group's moderator.,NA,3,"bookclub, fangirl, reading, youngadult"
BoCo (BCB) Book Club,0.0,,"Organizations, Academic Organizations",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,27,bookclub
MxCC READS!,0.0,https://www.goodreads.com/group/bookshelf/228440-mxcc-reads,"Books & Literature, Literature & Fiction",,,"This is a restricted group. Members can join if they have an email address at one of these domains: @mxcc.edu, @student.commnet.edu, @mxcc.commnet.edu, @mail.ct.edu.
          This group meets in real life.","Middletown, CT",15,"bookclub, mxcc"
TerryTV Book Club,41.0,https://www.goodreads.com/group/bookshelf/225573-terrytv-book-club,"Friends & Common Interest, Friends",Michael  Wallace,"""Crow Hollow""","This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,4,bookclub
A Novel Idea Book Club,0.0,https://www.goodreads.com/group/bookshelf/225607-a-novel-idea-book-club,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,5,"a-novel-idea, bookclub"
BooksFriends أصدقاء الكتب,0.0,,"Just for Fun, Fan Clubs",,,This is a private group. Members must be invited or approved by the group's moderator.,Morocco,43,"bookactivism, bookclub, novels, reading, القراءة, الكتب"
Mrs. Bahny's Bibliophiles,0.0,,"Student Groups, Academic Groups",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Dundee, MI",2,"bookclub, school"
Litteraphilos,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,Lithuania,2,"adventure, bookclub, books, fantasy, romance"
Try Thinking Female Book Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,4,"blogger, bloggerbookreviews, bookclub, fiction, non-fiction, romance, young-adult"
Booze and Books SF,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","San Francisco, CA",2,"bookclub, immigrant-experience, sanfrancisco"
darling books ✨,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Gibraltar,3,"bookclub, contemporary, darling, fiction, wonderland, young-adult-books-and-teens"
Starfish Family Book Club,0.0,,"Just for Fun, Fan Clubs",,,This is a public group. Anyone can join and invite others to join.,NA,6,"bookclub, starfish-family, tessa-netting"
VT Horror Book Club,0.0,,"Books & Literature, Horror",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Essex Junction, VT",3,"bookclub, fantasy-literature, ghost-stories, graphic-novels, horror, lovecraft, novel-reading, paranormal, reading, short-stories"
"Circle of Friends: ""The Handmaid's Tale"" Discussion Group",0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.","Victoria, TX",3,"atwood, bookclub, dystopian, dystopian-fiction, dystopian-novels, resistance, the-handmaids-tale, theocracy, totalitarian, totalitarianism"
Teen Reading Challenge 2017,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,4,"bookclub, dover-free-library, teen-reading-challenge, teens, young-adult"
The Unobjectionable Book Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Canada,2,"authors, bookclub, books, cross-genre, fantasy, literary-fiction, literature, philosophy, reading, spirituality"
Sahara Book Club,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,Nigeria,10,"african, african-romance, bookclub, love, nigerian, nigerianbloggers, reading, romance, shortstory, writing"
The Review Chain,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,Netherlands,16,"bookclub, books, discussion, general, genres, reviews"
Bangalore Book Club,0.0,,"Books & Literature, General",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","560034, India",12,"bangalore, book-club, bookclub"
Coffee & Quotes,14.0,https://www.goodreads.com/group/bookshelf/225981-coffee-quotes,"Books & Literature, Young Adult",Julie Buxbaum,"""What to Say Next""",This is a public group. Anyone can join and invite others to join.,NA,5,"bookclub, social, teens, ya, young-adult"
KoRe,0.0,,"Friends & Common Interest, Wine",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",NA,2,bookclub
A Novel Idea for Everyone,0.0,,"Just for Fun, Totally Pointless",,,This is a public group. Anyone can join and invite others to join.,NA,5,"be-yourself, bookclub, everyone, genre-variety"
Fronds to the Ond,0.0,,"Books & Literature, Health, Mind & Body",,,This is a public group. Anyone can join and invite others to join.,NA,2,bookclub
Badr Book Club,0.0,,"Books & Literature, Computers & Internet",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",Egypt,4,bookclub
Why Not Choose Book Club,0.0,https://www.goodreads.com/group/bookshelf/225109-why-not-choose-book-club,"Books & Literature, Nonfiction",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, discussions, happiness, inspirational, intentional-living, motivational-books, nonfiction, public-speakers"
Ipswich Young Adult Bookgroup,0.0,,"Books & Literature, Young Adult",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",The United Kingdom,6,"bookclub, ipswich, young-adult"
Red Rising bookclub,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,NA,4,"book, bookclub, cool, fantasy, pierce-brown, reading, red-rising, science-fiction, trilogy"
R-Ladies NYC,0.0,https://www.goodreads.com/group/bookshelf/225365-r-ladies-nyc,"Books & Literature, Science",,,This is a public group. Anyone can join and invite others to join.,NA,53,"bookclub, computer-science, data-science, mathematics, r, science"
Classics and Conversation,13.0,https://www.goodreads.com/group/bookshelf/224645-classics-and-conversation,"Books & Literature, Literature & Fiction",John Steinbeck,"""Of Mice and Men""","This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.",NA,10,"bookclub, classic-literature, classics, historical-fiction"
The Bookhouse Boys,0.0,https://www.goodreads.com/group/bookshelf/46928-the-bookhouse-boys,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,84,"bookclub, classics, literature-fiction, podcast"
Bibliophile Babes Book Club ,0.0,https://www.goodreads.com/group/bookshelf/170447-bibliophile-babes-book-club,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,Australia,210,"bookclub, books, fiction, lillytales, literature"
The Tunisian Bookies,0.0,,"Books & Literature, Young Adult",,,This is a private group. Members must be invited or approved by the group's moderator.,Tunisia,201,"bookclub, bookstagram, bookstagrammers, readalongs, tunisian"
Siren's Book Club,0.0,,"Friends & Common Interest, Activities",,,This is a public group. Anyone can join and invite others to join.,NA,32,"authors, book, bookclub, bookish, books, contemporary, fantasy, fiction, group, love"
Books!! Discord Server,0.0,,"Entertainment & Arts, Online Media",,,This is a public group. Anyone can join and invite others to join.,NA,5,"book-club, bookclub, discord"
Urban Fiction/Street Lit/Hip Hop Fiction ,0.0,https://www.goodreads.com/group/bookshelf/71749-urban-fiction-street-lit-hip-hop-fiction,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,182,"bookclub, dystopian, romance, street, survivalist, urban, zane"
Nightstand Hoarders ,0.0,https://www.goodreads.com/group/bookshelf/224822-nightstand-hoarders,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,23,"bookclub, bookclub-any-type-of-book, bookclub-for-anyone, bookclub-for-fun, monthly, slow-readers"
 BookWorms,0.0,,"Books & Literature, Children's Books",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, childrens-books, young-adult"
Book Bitches Book Club,0.0,,"Just for Fun, Too Much Information",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,4,"bookbitches, bookclub, hardincountybookbitches"
Rabbit Reads,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Milton, MA",8,bookclub
OU SMP Undergrad June 2017,0.0,,"Organizations, Companies",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,44,"bookclub, recommendations, reviews"
TBR Hot Spot,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,60,"adult-fiction, all-genres-welcome, book-piles, bookclub, bookshelves, encouragement, fantasy, friends, helping-each-other, middle-grade"
Generally Gothic Book Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,3,"academic-bookclub, academic-literature, american-literature, bookclub, classic-literature, classics, contemporary-fiction, contemporary-literature, english-literature, european-literature"
Nannie's Bookworms,0.0,,"Friends & Common Interest, Families",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,6,bookclub
Halloweekly Horror Book Club,0.0,,"Books & Literature, Horror",,,This is a public group. Anyone can join and invite others to join.,NA,11,"bookclub, horror, horror-book-discussion, horror-fans, horror-fiction"
Global Reading,31.0,https://www.goodreads.com/group/bookshelf/223949-global-reading,"Books & Literature, General","Vladimir Nabokov, Craig Raine</span></a> <span class=""authorName greyText smallText role"">(Afterword)","""Lolita""",This is a public group. Anyone can join and invite others to join.,Spain,9,"around-the-world, bookclub, countries, culture, international, mind, people, story, world-literature"
NSquared Book Club,28.0,https://www.goodreads.com/group/bookshelf/224457-nsquared-book-club,"Organizations, Community Organizations",Ernest Cline,"""Ready Player One (Ready Player One, #1)""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,7,"action, bookclub, fantasy, science-fiction"
Tigana Readalong,0.0,,"Books & Literature, Science Fiction & Fantasy",,,This is a public group. Anyone can join and invite others to join.,Ireland,39,"bookclub, booktube, booktubers, epic-fantasy, fantasy, guy-gavriel-kay, high-fantasy, historical-fiction, tigana"
Robber's Roost Big Read,0.0,https://www.goodreads.com/group/bookshelf/224579-robber-s-roost-big-read,"Books & Literature, Literature & Fiction",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.","Snyder, TX",2,"bookclub, bookclub-challenge, community-read, history, texas"
Book of Mormon Book Club,0.0,https://www.goodreads.com/group/bookshelf/224069-book-of-mormon-book-club,"Books & Literature, Religion & Spirituality",,,This is a public group. Anyone can join and invite others to join.,NA,25,"book-of-mormon, bookclub, lds"
Paranormal Firsts ,20.0,https://www.goodreads.com/group/bookshelf/224479-paranormal-firsts,"Books & Literature, Literature & Fiction",L.C.   Taylor,"""Woven (Mystic Valley Shifters #1)""",This is a public group. Anyone can join and invite others to join.,The United Kingdom,25,"bookclub, fantasy, mystery, paranormal, romance, vampires-and-werewolves"
Read & Resist!,0.0,https://www.goodreads.com/group/bookshelf/224263-read-resist,"Books & Literature, Nonfiction",,,This is a public group. Anyone can join and invite others to join.,NA,54,"bookclub, politics, protest, resistance"
Our Lost Library,0.0,,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,41,"bookclub, bookshelves, friendship, new-classics, older-books, paperbacks, published, tbr"
RainbowRowell,0.0,,"Just for Fun, Fan Clubs",,,This is a public group. Anyone can join and invite others to join.,Norway,3,"attachments, bookclub, carry-on, eleanor-and-park, fangirl, landline, rainbow-rowell"
Laurie R. King Virtual Book Club,30.0,https://www.goodreads.com/group/bookshelf/64419-laurie-r-king-virtual-book-club,"Books & Literature, Mystery & Thrillers","Robert Galbraith</span></a> <span class=""authorName greyText smallText role"">(Pseudonym)","""The Cuckoo's Calling (Cormoran Strike, #1)""",This is a public group. Anyone can join and invite others to join.,NA,1162,"bookclub, crime-fiction, detective-fiction, detective-series, detectives, mary-russell, mysteries, sherlock-holmes"
Cyberpunk Book Club (via Waypoint Forums),35.0,https://www.goodreads.com/group/bookshelf/223272-cyberpunk-book-club-via-waypoint-forums,"Books & Literature, Science Fiction & Fantasy","Victoria Blake</span></a> <span class=""authorName greyText smallText role"">(Editor)","""Cyberpunk: Stories of Hardware, Software, Wetware, Evolution, and Revolution""",This is a public group. Anyone can join and invite others to join.,Canada,22,"bookclub, cyberpunk, feminist-cyberpunk, postcyberpunk, waypoint"
OHSU Library,62.0,https://www.goodreads.com/group/bookshelf/223193-ohsu-library,"Books & Literature, Young Adult",M.T. Anderson,"""Feed""","This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.","Portland, OR",8,"bookclub, speculative-fiction, ya"
Inside the Darkness,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,12,"bookclub, paranormal-series"
My bookworm year,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,"TF4 2QR, The United Kingdom",2,"book-recommendations, book-reviews, book-suggestions, book-worms, bookclub, classics, creative-writing, fantasy, friendly-group, friends-with-common-interests"
Logophile's Book Club!,0.0,,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,2,"bookclub, contemporary, fantasy, mystery, sci-fi, suspense, thriller, young-adult"
PatChat,0.0,,"Friends & Common Interest, Friends",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,16,"bookclub, patrick-rothfuss"
"Not Now, I'm Reading",0.0,https://www.goodreads.com/group/bookshelf/223922-not-now-i-m-reading,"Books & Literature, General",,,This is a public group. Anyone can join and invite others to join.,NA,12,"bookclub, genre-fiction, romance, science-fiction, young-adult"
a TUN of Books,0.0,,"Books & Literature, General",,,This is a private group. Members must be invited or approved by the group's moderator.,NA,17,"bookclub, tun"
Rock'n'Read - Recensione Libri,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,Italy,6,"bookclub, lettura, recensioni"
Highworth Summer Reading Challenge ,0.0,,"Student Groups, Clubs & Societies",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,3,"bookclub, literature-and-fiction, school, summer"
World tour of YA,0.0,https://www.goodreads.com/group/bookshelf/222679-world-tour-of-ya,"Just for Fun, Totally Pointless",,,This is a public group. Anyone can join and invite others to join.,NA,10,"awesomeness, bookclub, fantasy, fiction, great-books, join-us, nerds, nonfiction, realistic, romance"
Harry Potter: Wizarding World Book Club,0.0,https://www.goodreads.com/group/bookshelf/223640-harry-potter-wizarding-world-book-club,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,The United Kingdom,18,"bookclub, fantasy, fiction, harry-potter, magic"
Purdue 2021- Book Club,0.0,,"Books & Literature, Literature & Fiction",,,This is a public group. Anyone can join and invite others to join.,NA,28,"bookclub, purdue-university, students-bookclub, university-students"
Bookalicious Book Club,29.0,https://www.goodreads.com/group/bookshelf/223338-bookalicious-book-club,"Books & Literature, Young Adult",Alexandra Bracken,"""The Darkest Minds (The Darkest Minds, #1)""",This is a public group. Anyone can join and invite others to join.,Canada,6,"bookclub, contemporary, fantasy, paranormal, romance, ya"
Godly Brains,0.0,https://www.goodreads.com/group/bookshelf/223929-godly-brains,"Organizations, Clubs & Societies",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Nigeria,9,"bookclub, integrity, leadership, purpose"
Défi du livre par Jane Austen,0.0,,"Books & Literature, Literature & Fiction",,,"This is a private group. Members must be invited or approved by the group's moderator.
          This group meets in real life.",NA,2,"austen, book-challenge, bookclub, challenge-2017, jane, jane-austen, pride-and-prejudice, sense-and-sensibility"
Our Shared Shelf - Chicago,58.0,https://www.goodreads.com/group/bookshelf/223924-our-shared-shelf---chicago,"Books & Literature, General",Reni Eddo-Lodge,"""Why I'm No Longer Talking to White People About Race""","This is a private group. Members must be invited or approved by the group's moderator.
            This group is accepting new members.
          This group meets in real life.","Chicago, IL",28,"bookclub, feminism, gender-equality, women-studies"
Spirituality/Holistic Wellness Book Club,0.0,https://www.goodreads.com/group/bookshelf/223192-spirituality-holistic-wellness-book-club,"Books & Literature, Health, Mind & Body",,,This is a public group. Anyone can join and invite others to join.,NA,5,"body-mind-spirit, bookclub, energy, energy-healing, healing, meditation, new-ideas, personal-growth, self-help, spirituality"
ThatOneReader's Book Club,0.0,https://www.goodreads.com/group/bookshelf/158160-thatonereader-s-book-club,"Books & Literature, Young Adult",,,This is a public group. Anyone can join and invite others to join.,NA,196,"book-club-any-type-of-book, bookclub, new-adult, young-adult"
St Paul Municipal Library Book Club,0.0,,"Books & Literature, General",,,"This is a public group. Anyone can join and invite others to join.
          This group meets in real life.",Canada,11,"alberta, bookclub"
